# term,courseCode,courseName,questionId,question,optionA,optionB,optionC,optionD,correctIndex(1-4)
3-2,CSE 325,Information Systems Development and Management,3-2-CSE325-Q11,Which development methodology emphasizes iterative progress,Agile methodology,Waterfall methodology,Spiral methodology,Linear methodology,1
3-2,CSE 325,Information Systems Development and Management,3-2-CSE325-Q12,Which Agile framework organizes work into sprints,Scrum,Kanban,Waterfall,Spiral,1
3-2,CSE 325,Information Systems Development and Management,3-2-CSE325-Q13,Which Agile method visualizes workflow using boards,Kanban,Scrum,Waterfall,Spiral,1
3-2,CSE 325,Information Systems Development and Management,3-2-CSE325-Q14,Which activity ensures software meets quality standards,Software quality assurance,Project scheduling,Risk management,Deployment management,1
3-2,CSE 325,Information Systems Development and Management,3-2-CSE325-Q15,Which measure evaluates software performance,Software metric,Software model,Software schema,Software pattern,1
3-2,CSE 325,Information Systems Development and Management,3-2-CSE325-Q16,Which analysis checks code without executing it,Static analysis,Dynamic analysis,Runtime analysis,Parallel analysis,1
3-2,CSE 325,Information Systems Development and Management,3-2-CSE325-Q17,Which concept defines conditions for software acceptance,Acceptance criteria,Design criteria,Execution criteria,Testing criteria,1
3-2,CSE 325,Information Systems Development and Management,3-2-CSE325-Q18,Which architecture delivers software via internet,Software as a service,Embedded architecture,Client server architecture,Standalone architecture,1
3-2,CSE 325,Information Systems Development and Management,3-2-CSE325-Q19,Which architecture organizes services independently,Service oriented architecture,Layered architecture,Pipeline architecture,Monolithic architecture,1
3-2,CSE 325,Information Systems Development and Management,3-2-CSE325-Q20,Which architecture splits applications into small services,Microservices architecture,Monolithic architecture,Client server architecture,Layered architecture,1
3-2,CSE 325,Information Systems Development and Management,3-2-CSE325-Q21,Which design pattern separates UI from logic,Model view controller,Singleton pattern,Factory pattern,Adapter pattern,1
3-2,CSE 325,Information Systems Development and Management,3-2-CSE325-Q22,Which architecture divides application into multiple layers,N tier architecture,Client server architecture,Peer to peer architecture,Distributed architecture,1
3-2,CSE 325,Information Systems Development and Management,3-2-CSE325-Q23,Which activity installs software into production,Deployment,Testing,Compilation,Debugging,1
3-2,CSE 325,Information Systems Development and Management,3-2-CSE325-Q24,Which process automates build and test integration,Continuous integration,Continuous deployment,Manual integration,Static deployment,1
3-2,CSE 325,Information Systems Development and Management,3-2-CSE325-Q25,Which process automates release to production,Continuous delivery,Manual delivery,Static delivery,Iterative delivery,1
3-2,CSE 325,Information Systems Development and Management,3-2-CSE325-Q26,Which technology packages application with dependencies,Containerization,Virtual memory,Code compilation,Static linking,1
3-2,CSE 325,Information Systems Development and Management,3-2-CSE325-Q27,Which technology runs multiple systems on single hardware,Virtualization,Containerization,Compilation,Encryption,1
3-2,CSE 325,Information Systems Development and Management,3-2-CSE325-Q28,Which activity tracks application performance,Monitoring,Compilation,Deployment,Designing,1
3-2,CSE 325,Information Systems Development and Management,3-2-CSE325-Q29,Which system measures application runtime metrics,Application performance monitoring,Project monitoring,Memory monitoring,Network monitoring,1
3-2,CSE 325,Information Systems Development and Management,3-2-CSE325-Q30,Which metric measures software reliability,Failure rate,Compilation speed,Execution count,Memory size,1
3-2,CSE 325,Information Systems Development and Management,3-2-CSE325-Q31,Which metric measures software maintainability,Maintainability index,CPU speed,Memory capacity,Disk throughput,1
3-2,CSE 325,Information Systems Development and Management,3-2-CSE325-Q32,Which architecture divides application into presentation logic and data layers,N tier architecture,Peer to peer architecture,Mesh architecture,Ring architecture,1
3-2,CSE 325,Information Systems Development and Management,3-2-CSE325-Q33,Which Agile role manages product backlog,Product owner,Scrum master,Developer,Tester,1
3-2,CSE 325,Information Systems Development and Management,3-2-CSE325-Q34,Which Agile role facilitates Scrum process,Scrum master,Product owner,Project manager,Developer,1
3-2,CSE 325,Information Systems Development and Management,3-2-CSE325-Q35,Which artifact lists planned tasks in Scrum,Sprint backlog,Product backlog,Release backlog,Task backlog,1
3-2,CSE 325,Information Systems Development and Management,3-2-CSE325-Q36,Which board visualizes workflow in Kanban,Kanban board,Scrum board,Task board,Project board,1
3-2,CSE 325,Information Systems Development and Management,3-2-CSE325-Q37,Which concept measures productivity of development team,Velocity,Latency,Throughput,Efficiency ratio,1
3-2,CSE 325,Information Systems Development and Management,3-2-CSE325-Q38,Which stage includes bug fixes after release,Maintenance stage,Design stage,Testing stage,Planning stage,1
3-2,CSE 325,Information Systems Development and Management,3-2-CSE325-Q39,Which architecture type provides web based services,SaaS architecture,Client server architecture,Embedded architecture,Standalone architecture,1
3-2,CSE 325,Information Systems Development and Management,3-2-CSE325-Q40,Which component collects application metrics,Monitoring system,Compilation system,Deployment system,Execution system,1
3-2,CSE 325,Information Systems Development and Management,3-2-CSE325-Q41,Which activity measures software performance,Performance monitoring,Debugging,Compilation,Refactoring,1
3-2,CSE 325,Information Systems Development and Management,3-2-CSE325-Q42,Which tool automates build and testing pipelines,CI tool,Database tool,Compiler tool,IDE tool,1
3-2,CSE 325,Information Systems Development and Management,3-2-CSE325-Q43,Which technique isolates applications using containers,Containerization,Virtual memory,Thread scheduling,Memory mapping,1
3-2,CSE 325,Information Systems Development and Management,3-2-CSE325-Q44,Which practice continuously integrates code changes,Continuous integration,Continuous deployment,Manual integration,Static testing,1
3-2,CSE 325,Information Systems Development and Management,3-2-CSE325-Q45,Which architecture divides services by functionality,Microservices architecture,Monolithic architecture,Client server architecture,Peer architecture,1
3-2,CSE 325,Information Systems Development and Management,3-2-CSE325-Q46,Which concept improves scalability of services,Service oriented architecture,Standalone architecture,Embedded architecture,Monolithic architecture,1
3-2,CSE 325,Information Systems Development and Management,3-2-CSE325-Q47,Which process measures runtime application performance,APM monitoring,Code compilation,Code execution,Code optimization,1
3-2,CSE 325,Information Systems Development and Management,3-2-CSE325-Q48,Which concept distributes system load across servers,Load balancing,Packet routing,Memory allocation,Thread scheduling,1
3-2,CSE 325,Information Systems Development and Management,3-2-CSE325-Q49,Which lifecycle phase focuses on system deployment,Deployment phase,Design phase,Requirement phase,Testing phase,1
3-2,CSE 325,Information Systems Development and Management,3-2-CSE325-Q50,Which discipline manages information systems development projects,Information systems management,Operating system management,Network management,Database management,1
3-2,CSE 329,Machine Learning,3-2-CSE329-Q1,What is the goal of machine learning,Learn patterns from data,Compile programs,Manage networks,Store files,1
3-2,CSE 329,Machine Learning,3-2-CSE329-Q2,Which step defines the ML objective,Problem formulation,Model training,Model testing,Deployment,1
3-2,CSE 329,Machine Learning,3-2-CSE329-Q3,Which stage collects raw data for ML systems,Data collection,Model evaluation,Feature selection,Model optimization,1
3-2,CSE 329,Machine Learning,3-2-CSE329-Q4,Which process prepares raw data for modeling,Data preprocessing,Model inference,Prediction stage,Deployment stage,1
3-2,CSE 329,Machine Learning,3-2-CSE329-Q5,Which technique explores patterns in datasets,Exploratory data analysis,Regression analysis,Optimization analysis,Data compression,1
3-2,CSE 329,Machine Learning,3-2-CSE329-Q6,Which technique displays data graphically,Data visualization,Data normalization,Data encoding,Data compression,1
3-2,CSE 329,Machine Learning,3-2-CSE329-Q7,Which model predicts continuous outputs,Linear regression,Decision tree,K means clustering,Naive Bayes,1
3-2,CSE 329,Machine Learning,3-2-CSE329-Q8,Which concept represents neural network computation,Forward propagation,Backward propagation,Gradient descent,Weight decay,1
3-2,CSE 329,Machine Learning,3-2-CSE329-Q9,Which algorithm computes gradients for training networks,Backpropagation,Forward propagation,Gradient clipping,Weight initialization,1
3-2,CSE 329,Machine Learning,3-2-CSE329-Q10,Which structure represents operations and dependencies,Computation graph,Decision tree,Flow graph,Control graph,1
3-2,CSE 329,Machine Learning,3-2-CSE329-Q11,Which issue occurs due to extremely large or small numbers,Numerical instability,Overfitting,Underfitting,Noise distortion,1
3-2,CSE 329,Machine Learning,3-2-CSE329-Q12,Which method initializes neural network parameters,Weight initialization,Gradient descent,Backpropagation,Normalization,1
3-2,CSE 329,Machine Learning,3-2-CSE329-Q13,Which optimization algorithm uses full dataset,Batch gradient descent,Stochastic gradient descent,Mini batch gradient descent,Random descent,1
3-2,CSE 329,Machine Learning,3-2-CSE329-Q14,Which optimization algorithm updates parameters per sample,Stochastic gradient descent,Batch gradient descent,Newton method,Coordinate descent,1
3-2,CSE 329,Machine Learning,3-2-CSE329-Q15,Which neural network is used for image processing,Convolutional neural network,Recurrent neural network,Decision tree,Naive Bayes,1
3-2,CSE 329,Machine Learning,3-2-CSE329-Q16,Which CNN operation extracts features using filters,Convolution,Pooling,Padding,Stride,1
3-2,CSE 329,Machine Learning,3-2-CSE329-Q17,Which technique adds border around images in CNN,Padding,Pooling,Stride,Normalization,1
3-2,CSE 329,Machine Learning,3-2-CSE329-Q18,Which CNN parameter controls filter movement,Stride,Padding,Pooling,Normalization,1
3-2,CSE 329,Machine Learning,3-2-CSE329-Q19,Which layer reduces spatial dimensions,Pooling layer,Convolution layer,Dense layer,Dropout layer,1
3-2,CSE 329,Machine Learning,3-2-CSE329-Q20,Which CNN architecture won ImageNet 2012,AlexNet,VGG,ResNet,GoogLeNet,1
3-2,CSE 329,Machine Learning,3-2-CSE329-Q21,Which normalization technique stabilizes training,Batch normalization,Dropout,Weight decay,Pooling,1
3-2,CSE 329,Machine Learning,3-2-CSE329-Q22,Which neural network processes sequential data,RNN,ANN,CNN,SVM,1
3-2,CSE 329,Machine Learning,3-2-CSE329-Q23,Which RNN variant solves long term dependency,LSTM,RNN,CNN,MLP,1
3-2,CSE 329,Machine Learning,3-2-CSE329-Q24,Which RNN unit uses gating mechanisms,GRU,LSTM,RNN,CNN,1
3-2,CSE 329,Machine Learning,3-2-CSE329-Q25,Which model maps input sequence to output sequence,Seq2Seq model,RNN model,CNN model,Transformer model,1
3-2,CSE 329,Machine Learning,3-2-CSE329-Q26,Which technique prevents neural network overfitting,Dropout,Pooling,Padding,Stride,1
3-2,CSE 329,Machine Learning,3-2-CSE329-Q27,Which regularization method penalizes large weights,Weight decay,Dropout,Batch normalization,Pooling,1
3-2,CSE 329,Machine Learning,3-2-CSE329-Q28,Which graphical model represents probabilistic relationships,Bayesian network,Markov chain,Decision tree,Support vector machine,1
3-2,CSE 329,Machine Learning,3-2-CSE329-Q29,Which algorithm removes variables during probabilistic inference,Variable elimination,Forward elimination,Backward elimination,Feature elimination,1
3-2,CSE 329,Machine Learning,3-2-CSE329-Q30,Which sampling method draws samples sequentially,Gibbs sampling,Random sampling,Cluster sampling,Reservoir sampling,1
3-2,CSE 329,Machine Learning,3-2-CSE329-Q31,Which model represents time dependent states,Hidden Markov model,Naive Bayes model,Linear regression,Decision tree,1
3-2,CSE 329,Machine Learning,3-2-CSE329-Q32,Which filter estimates dynamic systems,Kalaman filter,Particle filter,Bayes filter,Gaussian filter,1
3-2,CSE 329,Machine Learning,3-2-CSE329-Q33,Which learning approach uses probability distributions,Bayesian learning,Supervised learning,Unsupervised learning,Reinforcement learning,1
3-2,CSE 329,Machine Learning,3-2-CSE329-Q34,Which model assumes feature independence,Naive Bayes,Decision tree,Logistic regression,SVM,1
3-2,CSE 329,Machine Learning,3-2-CSE329-Q35,Which model predicts probability using linear function,Generalized linear model,Linear regression,Decision tree,Random forest,1
3-2,CSE 329,Machine Learning,3-2-CSE329-Q36,Which algorithm handles hidden variables,Expectation maximization,Gradient descent,Backpropagation,Clustering,1
3-2,CSE 329,Machine Learning,3-2-CSE329-Q37,Which model groups similar data points,Mixture model,Decision tree,Linear model,Regression model,1
3-2,CSE 329,Machine Learning,3-2-CSE329-Q38,Which clustering algorithm partitions data into k groups,K means clustering,Hierarchical clustering,DBSCAN clustering,Mean shift clustering,1
3-2,CSE 329,Machine Learning,3-2-CSE329-Q39,Which algorithm learns mixture of Gaussians,EM algorithm,K means algorithm,Decision tree algorithm,SVM algorithm,1
3-2,CSE 329,Machine Learning,3-2-CSE329-Q40,Which method reduces dimensionality,PCA,Regression,Classification,Clustering,1
3-2,CSE 329,Machine Learning,3-2-CSE329-Q41,Which technique finds principal components,PCA,ICA,LDA,SVD,1
3-2,CSE 329,Machine Learning,3-2-CSE329-Q42,Which system recommends items to users,Recommender system,Decision system,Prediction system,Automation system,1
3-2,CSE 329,Machine Learning,3-2-CSE329-Q43,Which recommendation method uses user similarity,Collaborative filtering,Content filtering,Hybrid filtering,Random filtering,1
3-2,CSE 329,Machine Learning,3-2-CSE329-Q44,Which technique factorizes user item matrix,Matrix factorization,Matrix multiplication,Matrix inversion,Matrix normalization,1
3-2,CSE 329,Machine Learning,3-2-CSE329-Q45,Which model type generates data samples,Generative model,Discriminative model,Regression model,Clustering model,1
3-2,CSE 329,Machine Learning,3-2-CSE329-Q46,Which model type distinguishes between classes,Discriminative model,Generative model,Clustering model,Regression model,1
3-2,CSE 329,Machine Learning,3-2-CSE329-Q47,Which ML method learns hidden patterns without labels,Unsupervised learning,Supervised learning,Reinforcement learning,Online learning,1
3-2,CSE 329,Machine Learning,3-2-CSE329-Q48,Which ML method learns using labeled data,Supervised learning,Unsupervised learning,Reinforcement learning,Online learning,1
3-2,CSE 329,Machine Learning,3-2-CSE329-Q49,Which ML technique improves performance with more data,Deep learning,Linear regression,Decision trees,Naive Bayes,1
3-2,CSE 329,Machine Learning,3-2-CSE329-Q50,Which field studies algorithms that learn from data,Machine learning,Data mining,Artificial intelligence,Statistics,1

